id_principal,name,date_enacted,year_enacted
C2004A03381,South Pacific Nuclear Free Zone Treaty Act 1986,1986-12-09,1986
C2004A03374,Subsidy (Cultivation Machines and Equipment) Act 1986,1986-12-09,1986
C2004A03284,Supply Act (No. 1) 1986-87,1986-06-24,1986
C2004A03285,Supply Act (No. 2) 1986-87,1986-06-24,1986
C2004A03286,Supply (Parliamentary Departments) Act 1986-87,1986-06-24,1986
C2004A03289,Taxation Boards of Review (Transfer of Jurisdiction) Act 1986,1986-06-24,1986
C2004A03288,Taxation (Interest on Underpayments) Act 1986,1986-06-24,1986
C2004A03268,Veterans' Entitlements Act 1986,1986-05-19,1986
C2004A03269,Veterans' Entitlements (Transitional Provisions and Consequential Amendments) Act 1986,1986-05-19,1986
C2004A03260,Wool Industry Amendment Act 1986,1986-05-13,1986
C2004A03443,Aboriginal Land (Lake Condah and Framlingham Forest) Act 1987,1987-06-02,1987
C2004A03501,Administrative Arrangements Act 1987,1987-09-18,1987
C2004A03521,Appropriation Act (No. 1) 1987-88,1987-12-02,1987
C2004A03522,Appropriation Act (No. 2) 1987-88,1987-12-02,1987
C2004A03634,Appropriation Act (No. 3) 1987-88,1988-06-03,1988
C2004A03635,Appropriation Act (No. 4) 1987-88,1988-06-03,1988
C2004A03520,Appropriation (Parliamentary Departments) Act 1987-88,1987-11-30,1987
C2004A03630,Appropriation (Parliamentary Departments) Act (No. 2) 1987-88,1988-06-03,1988
C2004A03587,Asian Development Fund Act 1987,1987-12-26,1987
C2004A03573,Australian Horticultural Corporation Act 1987,1987-12-26,1987
C2004A03574,Australian Horticultural Corporation (Transitional Provisions and Consequential Amendments) Act 1987,1987-12-26,1987
C2004A03450,Australian Institute of Health Act 1987,1987-06-05,1987
C2004A03412,Australian Nuclear Science and Technology Organisation Act 1987,1987-03-13,1987
C2004A03413,Australian Nuclear Science and Technology Organisation (Transitional Provisions) Act 1987,1987-03-13,1987
C2004A03416,Australian Protective Service Act 1987,1987-03-13,1987
C2004A03545,Australian Tourist Commission Act 1987,1987-12-18,1987
C2004A03523,Commonwealth Borrowing Levy Act 1987,1987-12-02,1987
C2004A03524,Commonwealth Borrowing Levy Collection Act 1987,1987-12-02,1987
C2004A03419,Commonwealth Guarantees (Charges) Act 1987,1987-04-01,1987
C2004A03491,Customs Tariff Act 1987,1987-06-05,1987
C2004A03492,Customs Tariff (Installations at Sea) Act 1987,1987-06-05,1987
C2004A03464,Customs Tariff Validation Act 1987,1987-06-05,1987
C2004A03510,Defence Housing Authority Act 1987,1987-11-06,1987
C2004A03479,Egg Industry Research (Hen Quota) Levy Act 1987,1987-06-05,1987
C2004A03493,Egg Industry Research (Hen Quota) Levy Collection Act 1987,1987-06-05,1987
C2004A03429,Equal Employment Opportunity (Commonwealth Authorities) Act 1987,1987-05-18,1987
C2004A03465,Excise Tariff Validation Act 1987,1987-06-05,1987
C2004A03583,Fishing Industry Research and Development Act 1987,1987-12-26,1987
C2004A03579,Horticultural Export Charge Act 1987,1987-12-26,1987
C2004A03580,Horticultural Export Charge Collection Act 1987,1987-12-26,1987
C2004A03577,Horticultural Levy Act 1987,1987-12-26,1987
C2004A03578,Horticultural Levy Collection Act 1987,1987-12-26,1987
C2004A03576,Horticultural Policy Council Act 1987,1987-12-26,1987
C2004A03575,Horticultural Research and Development Corporation Act 1987,1987-12-26,1987
C2004A03468,Income Tax (Franking Deficit) Act 1987,1987-06-05,1987
C2004A03507,Insurance and Superannuation Commissioner Act 1987,1987-11-05,1987
C2004A03588,International Development Association Act 1987,1987-12-26,1987
C2004A03589,International Fund for Agricultural Development Act 1987,1987-12-26,1987
C2004A03433,Jurisdiction of Courts (Cross-vesting) Act 1987,1987-05-26,1987
C2004A03422,Lemonthyme and Southern Forests (Commission of Inquiry) Act 1987,1987-04-16,1987
C2004A03502,Loan Act 1987,1987-10-28,1987
C2004A03494,Mutual Assistance in Criminal Matters Act 1987,1987-06-05,1987
C2004A03417,Nuclear Non-Proliferation (Safeguards) Act 1987,1987-03-17,1987
C2004A03506,Occupational Superannuation Standards Act 1987,1987-11-05,1987
C2004A03436,Olympic Insignia Protection Act 1987,1987-05-26,1987
C2004A03430,Parliamentary Privileges Act 1987,1987-05-20,1987
C2004A03558,Petroleum Excise (Prices) Act 1987,1987-12-26,1987
C2004A03552,Petroleum Resource Rent Tax Act 1987,1987-12-18,1987
C2004A03551,Petroleum Resource Rent Tax Assessment Act 1987,1987-12-18,1987
C2004A03553,Petroleum Resource Rent Tax (Interest on Underpayments) Act 1987 ,1987-12-18,1987
C2004A03411,Plant Variety Rights Act 1987,1987-03-13,1987
C2004A03496,Proceeds of Crime Act 1987,1987-06-05,1987
C2004A03511,Sea Installations Act 1987,1987-11-06,1987
C2004A03512,Sea Installations Levy Act 1987,1987-11-06,1987
C2004A03483,Ships (Capital Grants) Act 1987,1987-06-05,1987
C2004A03504,States Grants (General Revenue) Amendment Act 1987,1987-11-05,1987
C2004A03532,States Grants (Tertiary Education Assistance) Act 1987,1987-12-16,1987
C2004A03434,Sugar Cane Levy Act 1987,1987-05-26,1987
C2004A03435,Sugar Cane Levy Collection Act 1987,1987-05-26,1987
C2004A03441,Supply Act (No. 1) 1987-88,1987-06-02,1987
C2004A03442,Supply Act (No. 2) 1987-88,1987-06-02,1987
C2004A03440,Supply (Parliamentary Departments) Act 1987-88,1987-06-02,1987
C2004A03582,Wheat Tax Regulations (Validation) Act 1987,1987-12-26,1987
C2004A03569,Williamstown Dockyard Employees Act 1987,1987-12-26,1987
C2004A03499,Wool Marketing Act 1987,1987-06-05,1987
C2004A03627,Admiralty Act 1988,1988-05-22,1988
C2004A03684,Agricultural and Veterinary Chemicals Act 1988,1988-11-24,1988
C2004A03665,Anti-Dumping Authority Act 1988,1988-06-24,1988
C2004A03695,Appropriation Act (No. 1) 1988-89,1988-12-02,1988
C2004A03696,Appropriation Act (No. 2) 1988-89,1988-12-02,1988
C2004A03791,Appropriation Act (No. 3) 1988-89,1989-06-02,1989
C2004A03792,Appropriation Act (No. 4) 1988-89,1989-06-02,1989
C2004A03691,Appropriation (Parliamentary Departments) Act 1988-89,1988-12-01,1988
C2004A03788,Appropriation (Parliamentary Departments) Act (No. 2) 1988-89,1989-06-02,1989
C2004A03599,Australian Airlines (Conversion to Public Company) Act 1988,1988-03-09,1988
C2004A03700,Australian Capital Territory (Electoral) Act 1988,1988-12-06,1988
C2004A03701,Australian Capital Territory (Planning and Land Management) Act 1988,1988-12-06,1988
C2004A03699,Australian Capital Territory (Self-Government) Act 1988,1988-12-06,1988
C2004A03747,Australian Centennial Roads Development Act 1988,1988-12-26,1988
C2004A03647,Aviation Fuel Revenues (Special Appropriation) Act 1988,1988-06-15,1988
C2004A03735,Broadcasting (Limited Licences) Fees Act 1988,1988-12-26,1988
C2004A03736,Broadcasting (Retransmission Permits and Temporary Transmission Permits) Fees Act 1988,1988-12-26,1988
C2004A03657,Cash Transaction Reports Act 1988,1988-06-15,1988
C2004A03596,Child Support Act 1988,1988-03-09,1988
C2004A03656,Civil Aviation Act 1988,1988-06-15,1988
C2004A03668,Commonwealth Employees' Rehabilitation and Compensation Act 1988,1988-06-24,1988
C2004A03741,Crimes (Torture) Act 1988,1988-12-26,1988
C2004A03646,Customs Tariff (Rate Alteration) Act 1988,1988-06-15,1988
C2004A03673,"Employment, Education and Training Act 1988",1988-06-24,1988
C2004A03597,Extradition Act 1988,1988-03-09,1988
C2004A03598,Extradition (Repeal and Consequential Provisions) Act 1988,1988-03-09,1988
C2004A03750,Higher Education Funding Act 1988,1989-01-06,1989
C2004A03626,Honey Marketing Act 1988,1988-05-11,1988
C2004A03605,Income Tax (Offshore Banking Units) (Withholding Tax Recoupment) Act 1988,1988-04-26,1988
C2004A03679,Industrial Relations Act 1988,1988-11-08,1988
C2004A03680,Industrial Relations (Consequential Provisions) Act 1988,1988-11-08,1988
C2004A03616,International Bank for Reconstruction and Development (Share Increase) Act 1988,1988-05-11,1988
C2004A03609,Laying Chicken Levy Act 1988,1988-05-11,1988
C2004A03610,Laying Chicken Levy Collection Act 1988,1988-05-11,1988
C2004A03602,Parliamentary Precincts Act 1988,1988-04-05,1988
C2004A03712,Privacy Act 1988,1988-12-14,1988
C2004A03677,Qantas Airways Limited (Loan Guarantee) Act 1988,1988-10-31,1988
C1988A00156,"Safety, Rehabilitation and Compensation (Defence-related Claims) Act 1988",NA,NA
C2004A03705,States and Northern Territory Grants (Rural Adjustment) Act 1988,1988-12-12,1988
C2004A03687,States Grants (General Revenue) Act 1988,1988-11-24,1988
C2004A03749,States Grants (Schools Assistance) Act 1988,1989-01-06,1989
C2004A03675,States (Works and Housing) Assistance Act 1988,1988-10-19,1988
C2004A03663,Superannuation Benefit (Interim Arrangement) Act 1988,1988-06-15,1988
C2004A03636,Supply Act (No. 1) 1988-89,1988-06-03,1988
C2004A03637,Supply Act (No. 2) 1988-89,1988-06-03,1988
C2004A03638,Supply (Parliamentary Departments) Act 1988-89,1988-06-03,1988
C2004A03607,"Textiles, Clothing and Footwear Development Authority Act 1988",1988-05-05,1988
C2004A03709,Triticale Levy Act 1988,1988-12-12,1988
C2004A03710,Triticale Levy Collection Act 1988,1988-12-12,1988
C2004A03898,Aboriginal and Torres Strait Islander Commission Act 1989,1989-11-27,1989
C2004A03932,Aboriginal Education (Supplementary Assistance) Act 1989,1990-01-17,1990
C2004A03903,Appropriation Act (No. 1) 1989-90,1989-12-05,1989
C2004A03904,Appropriation Act (No. 2) 1989-90,1989-12-05,1989
C2004A03960,Appropriation Act (No. 3) 1989-90,1990-05-30,1990
C2004A03961,Appropriation Act (No. 4) 1989-90,1990-05-30,1990
C2004A03902,Appropriation (Parliamentary Departments) Act 1989-90,1989-12-05,1989
C2004A03962,Appropriation (Parliamentary Departments) Act (No. 2) 1989-90,1990-05-30,1990
C2004A03897,Australian Institute of Aboriginal and Torres Strait Islander Studies Act 1989,1989-11-27,1989
C2004A03812,Australian Postal Corporation Act 1989,1989-06-19,1989
C2004A03838,Australian Securities Commission Act 1989,1989-06-27,1989
C2004A03760,Australian Sports Commission Act 1989,1989-03-16,1989
C2004A03802,Australian Telecommunications Corporation Act 1989,1989-06-14,1989
C2004A03920,Bounty (Photographic Film) Act 1989,1989-12-20,1989
C2004A03817,Bounty (Ships) Act 1989,1989-06-21,1989
C2004A03872,Child Support (Assessment) Act 1989,1989-09-21,1989
C2004A03776,Circuit Layouts Act 1989,1989-05-22,1989
C2004A03868,Close Corporations Act 1989,1989-07-14,1989
C2004A03871,Close Corporations (Additional Liquidators' Recovery Trust Fund Contribution) Act 1989,1989-07-14,1989
C2004A03869,Close Corporations (Fees) Act 1989,1989-07-14,1989
C2004A03870,Close Corporations (Liquidators' Recovery Trust Fund Contribution) Act 1989,1989-07-14,1989
C2004A03850,Companies (Acquisition of Shares—Fees: Taxation Component) Act 1989,1989-06-30,1989
C2004A03849,Companies (Fees: Taxation Component) Act 1989,1989-06-30,1989
C2004A03840,Co-operative Scheme Legislation Amendment Act 1989,1989-06-27,1989
C2004A03857,Corporations Act 1989,1989-07-14,1989
C2004A03858,Corporations (Fees) Act 1989,1989-07-14,1989
C2004A03774,Crimes (Hostages) Act 1989,1989-05-15,1989
C2004A03893,Crimes (Superannuation Benefits) Act 1989,1989-11-23,1989
C2004A03878,Exotic Animal Disease Control Act 1989,1989-11-07,1989
C2004A03931,Foreign Corporations (Application of Laws) Act 1989,1989-12-29,1989
C2004A03852,Futures Industry (Fees: Taxation Component) Act 1989,1989-06-30,1989
C2004A03865,Futures Organisations (Application For Membership) Fidelity Funds Contribution Act 1989,1989-07-14,1989
C2004A03867,Futures Organisations Fidelity Funds Levy Act 1989,1989-07-14,1989
C2004A03866,Futures Organisations (Membership) Fidelity Funds Contribution Act 1989,1989-07-14,1989
C2004A03765,General Insurance Supervisory Levy Act 1989,1989-04-20,1989
C2004A03886,Goat Fibre Levy Act 1989,1989-11-23,1989
C2004A03891,Goat Fibre Levy Collection Act 1989,1989-11-23,1989
C2004A03937,Hazardous Waste (Regulation of Exports and Imports) Act 1989,1990-01-17,1990
C2004A03790,House of Representatives (Quorum) Act 1989,1989-06-02,1989
C2004A03938,Housing Assistance Act 1989,1990-01-17,1990
C2004A03847,Income Tax (Fund Contributions) Act 1989,1989-06-30,1989
C2004A03939,Industrial Chemicals (Notification and Assessment) Act 1989,1990-01-17,1990
C2004A03940,Industry Commission Act 1989,1990-01-17,1990
C2004A03941,"Industry, Technology And Commerce Legislation Amendment Act (No. 2) 1989",1989-01-17,1989
C2004A03766,Insurance Supervisory Levies Collection Act 1989,1989-04-20,1989
C2004A03758,International Bank for Reconstruction and Development (General Capital Increase) Act 1989,1989-03-16,1989
C2004A03763,Lands Acquisition Act 1989,1989-04-17,1989
C2004A03769,Lands Acquisition (Repeal and Consequential Provisions) Act 1989,1989-04-20,1989
C2004A03770,Life Insurance Supervisory Levy Act 1989,1989-04-20,1989
C2004A03899,Limitation of Liability for Maritime Claims Act 1989,1989-11-30,1989
C2004A03909,Marine Navigation Levy Act 1989,1989-12-18,1989
C2004A03910,Marine Navigation Levy Collection Act 1989,1989-12-18,1989
C2004A03813,Motor Vehicle Standards Act 1989,1989-06-19,1989
C2004A03864,National Guarantee Fund (Members of Participating Exchanges) Levy Act 1989,1989-07-14,1989
C2004A03863,National Guarantee Fund (Participating Exchanges) Levy Act 1989,1989-07-14,1989
C2004A03862,National Guarantee Fund (Reportable Transactions) Levy Act 1989,1989-07-14,1989
C2004A03797,Northern Territory Grant (Electricity) Act 1989,1989-06-08,1989
C2004A03945,Overseas Students (Instalment Payments) Charge Act 1989,1990-01-17,1990
C2004A03755,Ozone Protection Act 1989,1989-03-16,1989
C2004A03756,Ozone Protection (Licence Fees-Imports) Act 1989,1989-03-16,1989
C2004A03757,Ozone Protection (Licence Fees-Manufacture) Act 1989,1989-03-16,1989
C2004A03894,Pasture Seed Levy Act 1989,1989-11-23,1989
C2004A03887,Pasture Seed Levy Collection Act 1989,1989-11-23,1989
C2004A03948,Primary Industries and Energy Research and Development Act 1989,1990-01-17,1990
C2004A03767,Qantas Airways Limited (Loan Guarantee) Act 1989,1989-04-20,1989
C2004A03842,Resource Assessment Commission Act 1989,1989-06-28,1989
C2004A03859,Securities Exchanges (Application for Membership) Fidelity Funds Contribution Act 1989,1989-07-14,1989
C2004A03861,Securities Exchanges Fidelity Funds Levy Act 1989,1989-07-14,1989
C2004A03860,Securities Exchanges (Membership) Fidelity Funds Contribution Act 1989,1989-07-14,1989
C2004A03851,Securities Industry (Fees: Taxation Component) Act 1989,1989-06-30,1989
C2004A03929,Smoking and Tobacco Products Advertisements (Prohibition) Act 1989,1989-12-28,1989
C2004A03814,Snowy Mountains Engineering Corporation (Conversion into Public Company) Act 1989,1989-06-19,1989
C2004A03911,Social Security and Veterans' Affairs Legislation Amendment Act (No. 3) 1989,1989-12-19,1989
C2004A03908,States Grants (General Purposes) Act 1989,1989-12-18,1989
C2004A03918,States Grants (TAFE Assistance) Act 1989,1989-12-19,1989
C2004A03761,States Grants (Technical and Further Education Assistance) Act 1989,1989-03-16,1989
C2004A03798,Supply Act (No. 1) 1989-90,1989-06-08,1989
C2004A03799,Supply Act (No. 2) 1989-90,1989-06-08,1989
C2004A03800,Supply (Parliamentary Departments) Act 1989-90,1989-06-08,1989
C2004A03837,Supported Accommodation Assistance Act 1989,1989-06-27,1989
C2004A03801,Telecommunications Act 1989,1989-06-14,1989
C2004A03811,Telecommunications and Postal Services (Transitional Provisions and Consequential Amendments) Act 1989,1989-06-19,1989
C2004A03803,Telecommunications (Application Fees) Act 1989,1989-06-14,1989
C2004A03952,Therapeutic Goods Act 1989,1990-01-17,1990
C2004A03953,Therapeutic Goods (Charges) Act 1989,1990-01-17,1990
C2004A03805,Wheat Industry Fund Levy Act 1989,1989-06-15,1989
C2004A03783,Wheat Industry Fund Levy Collection Act 1989,1989-05-30,1989
C2004A03806,Wheat Marketing Act 1989,1989-06-15,1989
C2004A04029,Appropriation Act (No. 1) 1990-91,1990-12-06,1990
C2004A04030,Appropriation Act (No. 2) 1990-91,1990-12-06,1990
C2004A04104,Appropriation Act (No. 3) 1990-91,1991-03-06,1991
C2004A04139,Appropriation Act (No. 4) 1990-91,1991-06-06,1991
C2004A04140,Appropriation Act (No. 5) 1990-91,1991-06-06,1991
C2004A04031,Appropriation (Parliamentary Departments) Act 1990-91,1990-12-06,1990
C2004A04138,Appropriation (Parliamentary Departments) Act (No. 2) 1990-91,1991-06-06,1991
C2004A04009,Australian Maritime Safety Authority Act 1990,1990-10-22,1990
C2004A04048,Australian Meat and Live-stock (Quotas) Act 1990,1990-12-28,1990
C2004A04021,Australian National Maritime Museum Act 1990,1990-11-20,1990
C2004A04093,Australian Sports Drug Agency Act 1990,1991-01-21,1991
C2004A04071,Beef Production Levy Act 1990,1990-12-28,1990
C2004A04074,Cattle and Beef Levy Collection Act 1990,1990-12-28,1990
C2004A04073,Cattle Export Charge Act 1990,1990-12-28,1990
C2004A04056,Cattle Transaction Levy Act 1990,1990-12-28,1990
C2004A04090,Commonwealth and State Housing Agreement (Service Personnel) Act 1990,1991-01-21,1991
C2004A04049,Commonwealth Banks Restructuring Act 1990,1990-12-28,1990
C2004A04088,Commonwealth Funds Management Limited Act 1990,1991-01-21,1991
C2004A04028,Crimes (Traffic in Narcotic Drugs and Psychotropic Substances) Act 1990,1990-11-29,1990
C2004A04095,Data-matching Program (Assistance and Tax) Act 1990,1991-01-23,1991
C2004A04089,Defence Force (Home Loans Assistance) Act 1990,1991-01-21,1991
C2004A04060,European Bank for Reconstruction and Development Act 1990,1990-12-28,1990
C2004A04091,Housing Loans Insurance Corporation (Sale of Assets and Abolition) Act 1990,1991-01-21,1991
C2004A04061,International Development Association (Further Payment) Act 1990,1990-12-28,1990
C2004A04059,Overseas Students (Refunds) Act 1990,1990-12-28,1990
C2004A03959,Parliamentary Entitlements Act 1990,1990-05-24,1990
C2004A04014,Patents Act 1990,1990-10-30,1990
C2004A03967,Petroleum (Australia-Indonesia Zone of Cooperation) Act 1990,1990-06-07,1990
C2004A04002,Remuneration and Allowances Act 1990,1990-06-20,1990
C2004A04032,States Grants (General Purposes) Act 1990,1990-12-18,1990
C2004A03969,Superannuation Act 1990,1990-06-07,1990
C2004A03970,Superannuation Benefits (Supervisory Mechanisms) Act 1990,1990-06-07,1990
C2004A03963,Supply Act (No. 1) 1990-91,1990-06-01,1990
C2004A03964,Supply Act (No. 2) 1990-91,1990-06-01,1990
C2004A03965,Supply (Parliamentary Departments) Act 1990-91,1990-06-01,1990
C2004A04055,Taxation (Interest on Non-resident Trust Distributions) Act 1990,1990-12-28,1990
C2004A03990,Training Guarantee Act 1990,1990-06-16,1990
C2004A03991,Training Guarantee (Administration) Act 1990,1990-06-16,1990
C2004A04118,Antarctic Mining Prohibition Act 1991,1991-03-27,1991
C2004A04239,Appropriation Act (No. 1) 1991-92,1991-11-13,1991
C2004A04240,Appropriation Act (No. 2) 1991-92,1991-11-13,1991
C2004A04330,Appropriation Act (No. 3) 1991-92,1992-06-05,1992
C2004A04331,Appropriation Act (No. 4) 1991-92,1992-06-05,1992
C2004A04306,Appropriation Act (No. 5) 1991-92,1992-04-06,1992
C2004A04241,Appropriation (Parliamentary Departments) Act 1991-92,1991-11-13,1991
C2004A04329,Appropriation (Parliamentary Departments) Act (No. 2) 1991-92,1992-06-05,1992
C2004A04220,AUSSAT Repeal Act 1991,1991-10-21,1991
C2004A04154,Australian and Overseas Telecommunications Corporation Act 1991,1991-06-26,1991
C2004A04206,Australian National University Act 1991,1991-09-02,1991
C2004A04183,Australian Wool Corporation Act 1991,1991-06-27,1991
C2004A04172,Australian Wool Industry Council Act 1991,1991-06-27,1991
C2004A04182,Australian Wool Realisation Commission Act 1991,1991-06-27,1991
C2004A04285,Bank Integration Act 1991,1991-12-24,1991
C2004A04131,Bounty (Citric Acid) Act 1991,1991-04-24,1991
C2004A04235,Carriage of Goods by Sea Act 1991,1991-10-31,1991
C2004A04202,Council for Aboriginal Reconciliation Act 1991,1991-09-02,1991
C2004A04214,Crimes (Aviation) Act 1991,1991-09-27,1991
C2004A04189,Education Services for Overseas Students (Registration of Providers and Financial Regulation) Act 1991,1991-06-27,1991
C2004A04223,Export Finance and Insurance Corporation Act 1991,1991-10-21,1991
C2004A04224,Export Finance and Insurance Corporation (Transitional Provisions and Consequential Amendments) Act 1991,1991-10-21,1991
C2004A04236,Fisheries Administration Act 1991,1991-11-10,1991
C2004A04226,Fisheries Agreements (Payments) Act 1991,1991-10-21,1991
C2004A04238,Fisheries Legislation (Consequential Provisions) Act 1991,1991-11-10,1991
C2004A04237,Fisheries Management Act 1991,1991-11-10,1991
C2004A04231,Fishing Levy Act 1991,1991-10-21,1991
C2004A04225,Foreign Fishing Licences Levy Act 1991,1991-10-21,1991
C2004A04187,Foreign Judgments Act 1991,1991-06-27,1991
C2004A04266,Health Insurance (Pathology) (Fees) Act 1991,1991-12-11,1991
C2004A04267,Health Insurance (Pathology) (Licence Fee) Act 1991,1991-12-11,1991
C2004A04244,Hearing Services Act 1991,1991-11-20,1991
C2004A04290,Income Tax (Deferred Interest Securities) (Tax File Number Withholding Tax) Act 1991,1991-12-24,1991
C2004A04297,Insurance Acquisitions and Takeovers Act 1991,1992-01-06,1992
C2004A04293,Life Insurance Policy Holders' Protection Levies Act 1991,1992-01-06,1992
C2004A04294,Life Insurance Policy Holders' Protection Levies Collection Act 1991,1992-01-06,1992
C2004A04113,Loan Act 1991,1991-03-27,1991
C2004A04217,Loan Act (No. 2) 1991,1991-10-21,1991
C2004A04115,Marine Navigation (Regulatory Functions) Levy Act 1991,1991-03-27,1991
C2004A04116,Marine Navigation (Regulatory Functions) Levy Collection Act 1991,1991-03-27,1991
C2004A04272,Migration (Health Services) Charge Act 1991,1991-12-18,1991
C2004A04210,Military Superannuation and Benefits Act 1991,1991-09-07,1991
C2004A04098,National Cattle Disease Eradication Trust Account Act 1991,1991-02-22,1991
C2004A04193,National Food Authority Act 1991,1991-06-27,1991
C2004A04299,National Road Transport Commission Act 1991,1992-01-15,1992
C2004A04105,Occupational Health and Safety (Commonwealth Employment) Act 1991,1991-03-06,1991
C2004A04100,Primary Industries Levies and Charges Collection Act 1991,1991-03-01,1991
C2004A04101,Primary Industries Levies and Charges Collection (Consequential Provisions) Act 1991,1991-03-01,1991
C2004A04281,Primary Industry Councils Act 1991,1991-12-24,1991
C2004A04243,Rice Levy Act 1991,1991-11-14,1991
C2004A04213,Senate (Quorum) Act 1991,1991-09-27,1991
C2004A04121,Social Security Act 1991,1991-04-23,1991
C2004A04255,Special Broadcasting Service Act 1991,1991-11-25,1991
C2004A04245,States Grants (General Purposes) Act 1991,1991-11-20,1991
C2004A04232,Statutory Fishing Rights Charge Act 1991,1991-10-21,1991
C2004A04136,Superannuation Supervisory Levy Act 1991,1991-05-20,1991
C2004A04168,Supply Act (No. 1) 1991-92,1991-06-26,1991
C2004A04169,Supply Act (No. 2) 1991-92,1991-06-26,1991
C2004A04167,Supply (Parliamentary Departments) Act 1991-92,1991-06-26,1991
C2004A04173,Telecommunications Act 1991,1991-06-27,1991
C2004A04163,Telecommunications (Application Fees) Act 1991,1991-06-26,1991
C2004A04164,Telecommunications (Carrier Licence Fees) Act 1991,1991-06-26,1991
C2004A04165,Telecommunications (Numbering Fees) Act 1991,1991-06-26,1991
C2004A04174,Telecommunications (Transitional Provisions and Consequential Amendments) Act 1991,1991-06-27,1991
C2004A04166,Telecommunications (Universal Service Levy) Act 1991,1991-06-26,1991
C2004A04125,Trusts (Hague Convention) Act 1991,1991-04-24,1991
C2004A04148,Veterans' Entitlements (Rewrite) Transition Act 1991,1991-06-25,1991
C2004A04553,Agricultural and Veterinary Chemicals (Administration) Act 1992,1992-12-24,1992
C2004A04432,Appropriation Act (No. 1) 1992-93,1992-11-23,1992
C2004A04433,Appropriation Act (No. 2) 1992-93,1992-11-23,1992
C2004A04473,Appropriation Act (No. 3) 1992-93,1992-12-16,1992
C2004A04474,Appropriation Act (No. 4) 1992-93,1992-12-16,1992
C2004A04574,Appropriation Act (No. 5) 1992-93,1993-06-09,1993
C2004A04575,Appropriation Act (No. 6) 1992-93,1993-06-09,1993
C2004A04431,Appropriation (Parliamentary Departments) Act 1992-93,1992-11-23,1992
C2004A04576,Appropriation (Parliamentary Departments) Act (No. 2) 1992-93,1993-06-09,1993
C2004A04327,Asian Development Fund Act 1992,1992-06-05,1992
C2004A04494,Australian National Training Authority Act 1992,1992-12-21,1992
C2004A04401,Broadcasting Services Act 1992,1992-07-14,1992
C2004A04396,Broadcasting Services (Transitional Provisions and Consequential Amendments) Act 1992,1992-07-09,1992
C2004A04351,Coal Mining Industry (Long Service Leave Funding) Act 1992,1992-06-26,1992
C2004A04353,Coal Mining Industry (Long Service Leave) Payroll Levy Act 1992,1992-06-26,1992
C2004A04352,Coal Mining Industry (Long Service Leave) Payroll Levy Collection Act 1992,1992-06-26,1992
C2004A04310,Coarse Grains Levy Act 1992,1992-04-10,1992
C2004A04311,Coarse Grains Levy (Consequential Provisions) Act 1992,1992-04-10,1992
C2004A04324,Construction Industry Reform and Development Act 1992,1992-05-20,1992
C2004A04501,Corporate Law Reform Act 1992,1992-12-24,1992
C2004A04464,Crimes (Ships and Fixed Platforms) Act 1992,1992-12-11,1992
C2004A04322,Deer Export Charge Act 1992,1992-05-14,1992
C2004A04321,Deer Slaughter Levy Act 1992,1992-05-14,1992
C2004A04319,Deer Velvet Export Charge Act 1992,1992-05-14,1992
C2004A04320,Deer Velvet Levy Act 1992,1992-05-14,1992
C2004A04390,Development Allowance Authority Act 1992,1992-06-30,1992
C2004A04426,Disability Discrimination Act 1992,1992-11-05,1992
C2004A04485,Endangered Species Protection Act 1992,1992-12-21,1992
C2004A04532,Farm Household Support Act 1992,1992-12-24,1992
C2004A04413,Honey Legislation (Repeal and Amendment) Act 1992,1992-10-17,1992
C2004A04468,Immigration (Education) Charge Act 1992,1992-12-16,1992
C2004A04512,Imported Food Control Act 1992,1992-12-24,1992
C2004A04394,International Air Services Commission Act 1992,1992-06-30,1992
C2004A04511,International Labour Organisation (Compliance with Conventions) Act 1992,1992-12-24,1992
C2004A04416,Loan Act 1992,1992-10-17,1992
C2004A04377,Migration Agents Registration (Application) Levy Act 1992,1992-06-30,1992
C2004A04378,Migration Agents Registration (Renewal) Levy Act 1992,1992-06-30,1992
C2004A04469,Migration (Delayed Visa Applications) Tax Act 1992,1992-12-16,1992
C2004A04316,Mutual Assistance in Business Regulation Act 1992,1992-05-12,1992
C2004A04489,Mutual Recognition Act 1992,1992-12-21,1992
C2004A04516,National Health and Medical Research Council Act 1992,1992-12-24,1992
C2004A04317,National Rail Corporation Agreement Act 1992,1992-05-12,1992
C2004A04534,National Residue Survey Administration Act 1992,1992-12-24,1992
C2004A04535,National Residue Survey (Aquatic Animal Export) Levy Act 1992,1992-12-24,1992
C2004A04536,National Residue Survey (Cattle Transactions) Levy Act 1992,1992-12-24,1992
C2004A04537,National Residue Survey (Coarse Grains) Levy Act 1992,1992-12-24,1992
C2004A04538,National Residue Survey (Consequential Provisions) Act 1992,1992-12-24,1992
C2004A04539,National Residue Survey (Dairy Produce) Levy Act 1992,1992-12-24,1992
C2004A04540,National Residue Survey (Dried Fruits) Levy Act 1992,1992-12-24,1992
C2004A04541,National Residue Survey (Game Animals) Levy Act 1992,1992-12-24,1992
C2004A04542,National Residue Survey (Grain Legumes) Levy Act 1992,1992-12-24,1992
C2004A04544,National Residue Survey (Honey Export) Levy Act 1992,1992-12-24,1992
C2004A04543,National Residue Survey (Honey) Levy Act 1992,1992-12-24,1992
C2004A04545,National Residue Survey (Horse Slaughter) Levy Act 1992,1992-12-24,1992
